survey_id,response_id,category,subcategory,source_version
survey-demo,B0617,Atendimento,Cordialidade,1
survey-demo,B0617,Atendimento,Demora,1
survey-demo,B0617,Comunicação,Retorno,1
survey-demo,B0617,Processo,Agendamento,1
survey-demo,B0618,Atendimento,Demora,1
survey-demo,B0618,Comunicação,Retorno,1
survey-demo,B0619,Atendimento,Cordialidade,1
survey-demo,B0619,Atendimento,Demora,1
survey-demo,B0619,Comunicação,Retorno,1
survey-demo,B0619,Processo,Agendamento,1
survey-demo,B0620,Atendimento,Cordialidade,1
survey-demo,B0620,Atendimento,Demora,1
survey-demo,B0620,Comunicação,Retorno,1
survey-demo,B0620,Processo,Agendamento,1
survey-demo,B0623,Atendimento,Demora,1
survey-demo,B0623,Comunicação,Retorno,1
survey-demo,B0623,Processo,Agendamento,1
survey-demo,B0624,Atendimento,Demora,2
survey-demo,B0625,Atendimento,Demora,1
survey-demo,B0625,Comunicação,Retorno,1
survey-demo,B0627,Atendimento,Demora,1
survey-demo,B0627,Comunicação,Retorno,1
survey-demo,B0628,Atendimento,Demora,1
survey-demo,B0628,Comunicação,Retorno,1
survey-demo,B0628,Processo,Agendamento,1
survey-demo,B0629,Atendimento,Cordialidade,1
survey-demo,B0629,Atendimento,Demora,1
survey-demo,B0629,Comunicação,Retorno,1
survey-demo,B0629,Processo,Agendamento,1
survey-demo,B0630,Atendimento,Demora,1
survey-demo,B0630,Comunicação,Retorno,1
survey-demo,B0630,Processo,Agendamento,1
survey-demo,B0631,Atendimento,Demora,1
survey-demo,B0631,Comunicação,Retorno,1
survey-demo,B0632,Atendimento,Demora,2
survey-demo,B0633,Atendimento,Demora,1
survey-demo,B0633,Comunicação,Retorno,1
survey-demo,B0633,Processo,Agendamento,1
survey-demo,B0635,Atendimento,Demora,1
survey-demo,B0635,Comunicação,Retorno,1
survey-demo,B0636,Atendimento,Demora,1
survey-demo,B0636,Comunicação,Retorno,1
survey-demo,B0637,Atendimento,Demora,1
survey-demo,B0637,Comunicação,Retorno,1
survey-demo,B0639,Atendimento,Demora,1
survey-demo,B0639,Comunicação,Retorno,1
survey-demo,B0640,Atendimento,Demora,2
survey-demo,B0642,Atendimento,Cordialidade,1
survey-demo,B0642,Atendimento,Demora,1
survey-demo,B0642,Comunicação,Retorno,1
survey-demo,B0642,Processo,Agendamento,1
survey-demo,B0643,Atendimento,Demora,1
survey-demo,B0643,Comunicação,Retorno,1
survey-demo,B0643,Processo,Agendamento,1
survey-demo,B0644,Atendimento,Demora,1
survey-demo,B0644,Comunicação,Retorno,1
survey-demo,B0645,Atendimento,Demora,1
survey-demo,B0645,Comunicação,Retorno,1
survey-demo,B0646,Atendimento,Demora,1
survey-demo,B0646,Comunicação,Retorno,1
survey-demo,B0646,Processo,Agendamento,1
survey-demo,B0647,Atendimento,Demora,1
survey-demo,B0647,Comunicação,Retorno,1
survey-demo,B0648,Atendimento,Demora,2
survey-demo,B0649,Atendimento,Demora,1
survey-demo,B0651,Atendimento,Demora,1
survey-demo,B0651,Comunicação,Retorno,1
survey-demo,B0652,Atendimento,Demora,1
survey-demo,B0652,Comunicação,Retorno,1
survey-demo,B0653,Atendimento,Demora,1
survey-demo,B0654,Atendimento,Demora,1
survey-demo,B0655,Atendimento,Demora,1
survey-demo,B0656,Atendimento,Demora,2
survey-demo,B0657,Atendimento,Cordialidade,1
survey-demo,B0657,Atendimento,Demora,1
survey-demo,B0657,Comunicação,Retorno,1
survey-demo,B0657,Processo,Agendamento,1
survey-demo,B0658,Atendimento,Demora,1
survey-demo,B0658,Comunicação,Retorno,1
survey-demo,B0659,Atendimento,Demora,1
survey-demo,B0659,Comunicação,Retorno,1
survey-demo,B0659,Processo,Agendamento,1
survey-demo,B0660,Atendimento,Demora,1
survey-demo,B0660,Comunicação,Retorno,1
survey-demo,B0660,Processo,Agendamento,1
survey-demo,B0661,Atendimento,Demora,1
survey-demo,B0661,Comunicação,Retorno,1
survey-demo,B0662,Atendimento,Demora,1
survey-demo,B0662,Comunicação,Retorno,1
survey-demo,B0662,Processo,Agendamento,1
survey-demo,B0663,Atendimento,Demora,1
survey-demo,B0663,Comunicação,Retorno,1
survey-demo,B0664,Atendimento,Demora,2
survey-demo,B0665,Atendimento,Demora,1
survey-demo,B0665,Comunicação,Retorno,1
survey-demo,B0665,Processo,Agendamento,1
survey-demo,B0666,Atendimento,Demora,1
survey-demo,B0666,Comunicação,Retorno,1
survey-demo,B0667,Atendimento,Cordialidade,1
survey-demo,B0667,Atendimento,Demora,1
survey-demo,B0667,Comunicação,Retorno,1
survey-demo,B0667,Processo,Agendamento,1
survey-demo,B0668,Atendimento,Demora,1
survey-demo,B0668,Comunicação,Retorno,1
survey-demo,B0669,Atendimento,Cordialidade,1
survey-demo,B0669,Atendimento,Demora,1
survey-demo,B0669,Comunicação,Retorno,1
survey-demo,B0669,Processo,Agendamento,1
survey-demo,B0670,Atendimento,Demora,1
survey-demo,B0670,Comunicação,Retorno,1
survey-demo,B0671,Atendimento,Cordialidade,1
survey-demo,B0671,Atendimento,Demora,1
survey-demo,B0671,Comunicação,Retorno,1
survey-demo,B0671,Processo,Agendamento,1
survey-demo,B0672,Atendimento,Demora,2
survey-demo,B0673,Atendimento,Cordialidade,1
survey-demo,B0673,Atendimento,Demora,1
survey-demo,B0673,Comunicação,Retorno,1
survey-demo,B0673,Processo,Agendamento,1
survey-demo,B0675,Atendimento,Demora,1
survey-demo,B0675,Comunicação,Retorno,1
survey-demo,B0675,Processo,Agendamento,1
survey-demo,B0678,Atendimento,Cordialidade,1
survey-demo,B0678,Atendimento,Demora,1
survey-demo,B0678,Comunicação,Retorno,1
survey-demo,B0678,Processo,Agendamento,1
survey-demo,B0679,Atendimento,Demora,1
survey-demo,B0679,Comunicação,Retorno,1
survey-demo,B0680,Atendimento,Demora,2
survey-demo,B0681,Atendimento,Cordialidade,1
survey-demo,B0681,Atendimento,Demora,1
survey-demo,B0681,Comunicação,Retorno,1
survey-demo,B0681,Processo,Agendamento,1
survey-demo,B0682,Atendimento,Demora,1
survey-demo,B0683,Atendimento,Demora,1
survey-demo,B0683,Comunicação,Retorno,1
survey-demo,B0684,Atendimento,Demora,1
survey-demo,B0684,Comunicação,Retorno,1
survey-demo,B0684,Processo,Agendamento,1
survey-demo,B0685,Atendimento,Cordialidade,1
survey-demo,B0685,Atendimento,Demora,1
survey-demo,B0685,Comunicação,Retorno,1
survey-demo,B0685,Processo,Agendamento,1
survey-demo,B0686,Atendimento,Demora,1
survey-demo,B0686,Comunicação,Retorno,1
survey-demo,B0687,Atendimento,Demora,1
survey-demo,B0687,Comunicação,Retorno,1
survey-demo,B0688,Atendimento,Demora,2
survey-demo,B0689,Atendimento,Demora,1
survey-demo,B0689,Comunicação,Retorno,1
survey-demo,B0691,Atendimento,Cordialidade,1
survey-demo,B0691,Atendimento,Demora,1
survey-demo,B0691,Comunicação,Retorno,1
survey-demo,B0691,Processo,Agendamento,1
survey-demo,B0692,Atendimento,Cordialidade,1
survey-demo,B0692,Atendimento,Demora,1
survey-demo,B0692,Comunicação,Retorno,1
survey-demo,B0692,Processo,Agendamento,1
survey-demo,B0694,Atendimento,Cordialidade,1
survey-demo,B0694,Atendimento,Demora,1
survey-demo,B0694,Comunicação,Retorno,1
survey-demo,B0694,Processo,Agendamento,1
survey-demo,B0695,Atendimento,Demora,1
survey-demo,B0695,Comunicação,Retorno,1
survey-demo,B0696,Atendimento,Demora,2
survey-demo,B0697,Atendimento,Demora,1
survey-demo,B0697,Comunicação,Retorno,1
survey-demo,B0697,Processo,Agendamento,1
survey-demo,B0699,Atendimento,Cordialidade,1
survey-demo,B0699,Atendimento,Demora,1
survey-demo,B0699,Comunicação,Retorno,1
survey-demo,B0699,Processo,Agendamento,1
survey-demo,B0700,Atendimento,Demora,1
survey-demo,B0700,Comunicação,Retorno,1
survey-demo,B0701,Atendimento,Demora,1
survey-demo,B0701,Comunicação,Retorno,1
survey-demo,B0702,Atendimento,Demora,1
survey-demo,B0702,Comunicação,Retorno,1
survey-demo,B0702,Processo,Agendamento,1
survey-demo,B0703,Atendimento,Demora,1
survey-demo,B0703,Comunicação,Retorno,1
survey-demo,B0703,Processo,Agendamento,1
survey-demo,B0704,Atendimento,Demora,2
survey-demo,B0706,Atendimento,Demora,1
survey-demo,B0706,Comunicação,Retorno,1
survey-demo,B0706,Processo,Agendamento,1
survey-demo,B0707,Atendimento,Demora,1
survey-demo,B0707,Comunicação,Retorno,1
survey-demo,B0708,Atendimento,Demora,1
survey-demo,B0708,Comunicação,Retorno,1
survey-demo,B0709,Atendimento,Cordialidade,1
survey-demo,B0709,Atendimento,Demora,1
survey-demo,B0709,Comunicação,Retorno,1
survey-demo,B0709,Processo,Agendamento,1
survey-demo,B0710,Atendimento,Demora,1
survey-demo,B0711,Atendimento,Demora,1
survey-demo,B0711,Comunicação,Retorno,1
survey-demo,B0711,Processo,Agendamento,1
survey-demo,B0712,Atendimento,Demora,2
survey-demo,B0713,Atendimento,Cordialidade,1
survey-demo,B0713,Atendimento,Demora,1
survey-demo,B0713,Comunicação,Retorno,1
survey-demo,B0713,Processo,Agendamento,1
survey-demo,B0714,Atendimento,Demora,1
survey-demo,B0714,Comunicação,Retorno,1
survey-demo,B0715,Atendimento,Cordialidade,1
survey-demo,B0715,Atendimento,Demora,1
survey-demo,B0715,Comunicação,Retorno,1
survey-demo,B0715,Processo,Agendamento,1
survey-demo,B0716,Atendimento,Demora,1
survey-demo,B0716,Comunicação,Retorno,1
survey-demo,B0716,Processo,Agendamento,1
survey-demo,B0717,Atendimento,Demora,1
survey-demo,B0717,Comunicação,Retorno,1
survey-demo,B0718,Atendimento,Demora,1
survey-demo,B0719,Atendimento,Cordialidade,1
survey-demo,B0719,Atendimento,Demora,1
survey-demo,B0719,Comunicação,Retorno,1
survey-demo,B0719,Processo,Agendamento,1
survey-demo,B0720,Atendimento,Demora,2
survey-demo,B0722,Atendimento,Demora,1
survey-demo,B0722,Comunicação,Retorno,1
survey-demo,B0723,Atendimento,Demora,1
survey-demo,B0723,Comunicação,Retorno,1
survey-demo,B0726,Atendimento,Demora,1
survey-demo,B0726,Comunicação,Retorno,1
survey-demo,B0727,Atendimento,Demora,1
survey-demo,B0727,Comunicação,Retorno,1
survey-demo,B0728,Atendimento,Demora,2
survey-demo,B0729,Atendimento,Cordialidade,1
survey-demo,B0729,Atendimento,Demora,1
survey-demo,B0729,Comunicação,Retorno,1
survey-demo,B0729,Processo,Agendamento,1
survey-demo,B0730,Atendimento,Demora,1
survey-demo,B0730,Comunicação,Retorno,1
survey-demo,B0731,Atendimento,Demora,1
survey-demo,B0731,Comunicação,Retorno,1
survey-demo,B0732,Atendimento,Demora,1
survey-demo,B0732,Comunicação,Retorno,1
survey-demo,B0733,Atendimento,Demora,1
survey-demo,B0733,Comunicação,Retorno,1
survey-demo,B0734,Atendimento,Cordialidade,1
survey-demo,B0734,Atendimento,Demora,1
survey-demo,B0734,Comunicação,Retorno,1
survey-demo,B0734,Processo,Agendamento,1
survey-demo,B0735,Atendimento,Cordialidade,1
survey-demo,B0735,Atendimento,Demora,1
survey-demo,B0735,Comunicação,Retorno,1
survey-demo,B0735,Processo,Agendamento,1
survey-demo,B0736,Atendimento,Demora,2
survey-demo,B0737,Atendimento,Cordialidade,1
survey-demo,B0737,Atendimento,Demora,1
survey-demo,B0737,Comunicação,Retorno,1
survey-demo,B0737,Processo,Agendamento,1
survey-demo,B0738,Atendimento,Demora,1
survey-demo,B0738,Comunicação,Retorno,1
survey-demo,B0738,Processo,Agendamento,1
survey-demo,B0740,Atendimento,Demora,1
survey-demo,B0740,Comunicação,Retorno,1
survey-demo,B0740,Processo,Agendamento,1
survey-demo,B0741,Atendimento,Demora,1
survey-demo,B0743,Atendimento,Demora,1
survey-demo,B0743,Comunicação,Retorno,1
survey-demo,B0743,Processo,Agendamento,1
survey-demo,B0744,Atendimento,Demora,2
survey-demo,B0745,Atendimento,Demora,1
survey-demo,B0745,Comunicação,Retorno,1
survey-demo,B0747,Atendimento,Cordialidade,1
survey-demo,B0747,Atendimento,Demora,1
survey-demo,B0747,Comunicação,Retorno,1
survey-demo,B0747,Processo,Agendamento,1
survey-demo,B0748,Atendimento,Demora,1
survey-demo,B0748,Comunicação,Retorno,1
survey-demo,B0749,Atendimento,Demora,1
survey-demo,B0749,Comunicação,Retorno,1
survey-demo,B0750,Atendimento,Demora,1
survey-demo,B0751,Atendimento,Demora,1
survey-demo,B0751,Comunicação,Retorno,1
survey-demo,B0752,Atendimento,Demora,2
survey-demo,B0753,Atendimento,Cordialidade,1
survey-demo,B0753,Atendimento,Demora,1
survey-demo,B0753,Comunicação,Retorno,1
survey-demo,B0753,Processo,Agendamento,1
survey-demo,B0754,Atendimento,Demora,1
survey-demo,B0754,Comunicação,Retorno,1
survey-demo,B0755,Atendimento,Demora,1
survey-demo,B0756,Atendimento,Demora,1
survey-demo,B0756,Comunicação,Retorno,1
survey-demo,B0757,Atendimento,Demora,1
survey-demo,B0757,Comunicação,Retorno,1
survey-demo,B0757,Processo,Agendamento,1
survey-demo,B0758,Atendimento,Demora,1
survey-demo,B0758,Comunicação,Retorno,1
survey-demo,B0758,Processo,Agendamento,1
survey-demo,B0759,Atendimento,Cordialidade,1
survey-demo,B0759,Atendimento,Demora,1
survey-demo,B0759,Comunicação,Retorno,1
survey-demo,B0759,Processo,Agendamento,1
survey-demo,B0760,Atendimento,Demora,2
survey-demo,B0761,Atendimento,Demora,1
survey-demo,B0761,Comunicação,Retorno,1
survey-demo,B0762,Atendimento,Demora,1
survey-demo,B0763,Atendimento,Demora,1
survey-demo,B0763,Comunicação,Retorno,1
survey-demo,B0766,Atendimento,Demora,1
survey-demo,B0766,Comunicação,Retorno,1
survey-demo,B0767,Atendimento,Demora,1
survey-demo,B0767,Comunicação,Retorno,1
survey-demo,B0768,Atendimento,Demora,2
survey-demo,B0769,Atendimento,Demora,1
survey-demo,B0769,Comunicação,Retorno,1
survey-demo,B0770,Atendimento,Demora,1
survey-demo,B0770,Comunicação,Retorno,1
survey-demo,B0770,Processo,Agendamento,1
survey-demo,B0771,Atendimento,Demora,1
survey-demo,B0771,Comunicação,Retorno,1
survey-demo,B0771,Processo,Agendamento,1
survey-demo,B0772,Atendimento,Demora,1
survey-demo,B0772,Comunicação,Retorno,1
survey-demo,B0772,Processo,Agendamento,1
survey-demo,B0774,Atendimento,Cordialidade,1
survey-demo,B0774,Atendimento,Demora,1
survey-demo,B0774,Comunicação,Retorno,1
survey-demo,B0774,Processo,Agendamento,1
survey-demo,B0775,Atendimento,Demora,1
survey-demo,B0775,Comunicação,Retorno,1
survey-demo,B0776,Atendimento,Demora,2
survey-demo,B0777,Atendimento,Demora,1
survey-demo,B0777,Comunicação,Retorno,1
survey-demo,B0778,Atendimento,Demora,1
survey-demo,B0778,Comunicação,Retorno,1
survey-demo,B0779,Atendimento,Demora,1
survey-demo,B0779,Comunicação,Retorno,1
survey-demo,B0779,Processo,Agendamento,1
survey-demo,B0780,Atendimento,Demora,1
survey-demo,B0780,Comunicação,Retorno,1
survey-demo,B0781,Atendimento,Demora,1
survey-demo,B0781,Comunicação,Retorno,1
survey-demo,B0782,Atendimento,Cordialidade,1
survey-demo,B0782,Atendimento,Demora,1
survey-demo,B0782,Comunicação,Retorno,1
survey-demo,B0782,Processo,Agendamento,1
survey-demo,B0783,Atendimento,Demora,1
survey-demo,B0783,Comunicação,Retorno,1
survey-demo,B0785,Atendimento,Demora,1
survey-demo,B0785,Comunicação,Retorno,1
survey-demo,B0785,Processo,Agendamento,1
survey-demo,B0786,Atendimento,Cordialidade,1
survey-demo,B0786,Atendimento,Demora,1
survey-demo,B0786,Comunicação,Retorno,1
survey-demo,B0786,Processo,Agendamento,1
survey-demo,B0788,Atendimento,Cordialidade,1
survey-demo,B0788,Atendimento,Demora,1
survey-demo,B0788,Comunicação,Retorno,1
survey-demo,B0788,Processo,Agendamento,1
survey-demo,B0789,Atendimento,Demora,1
survey-demo,B0789,Comunicação,Retorno,1
survey-demo,B0789,Processo,Agendamento,1
survey-demo,B0791,Atendimento,Demora,1
survey-demo,B0791,Comunicação,Retorno,1
survey-demo,B0792,Atendimento,Demora,2
survey-demo,B0793,Atendimento,Cordialidade,1
survey-demo,B0793,Atendimento,Demora,1
survey-demo,B0793,Comunicação,Retorno,1
survey-demo,B0793,Processo,Agendamento,1
survey-demo,B0794,Atendimento,Demora,1
survey-demo,B0794,Comunicação,Retorno,1
survey-demo,B0794,Processo,Agendamento,1
survey-demo,B0795,Atendimento,Demora,1
survey-demo,B0795,Comunicação,Retorno,1
survey-demo,B0796,Atendimento,Cordialidade,1
survey-demo,B0796,Atendimento,Demora,1
survey-demo,B0796,Comunicação,Retorno,1
survey-demo,B0796,Processo,Agendamento,1
survey-demo,B0797,Atendimento,Demora,1
survey-demo,B0797,Comunicação,Retorno,1
survey-demo,B0799,Atendimento,Cordialidade,1
survey-demo,B0799,Atendimento,Demora,1
survey-demo,B0799,Comunicação,Retorno,1
survey-demo,B0799,Processo,Agendamento,1
survey-demo,B0800,Atendimento,Demora,2
survey-demo,B0801,Atendimento,Demora,1
survey-demo,B0801,Comunicação,Retorno,1
survey-demo,B0802,Atendimento,Cordialidade,1
survey-demo,B0802,Atendimento,Demora,1
survey-demo,B0802,Comunicação,Retorno,1
survey-demo,B0802,Processo,Agendamento,1
survey-demo,B0804,Atendimento,Demora,1
survey-demo,B0804,Comunicação,Retorno,1
survey-demo,B0804,Processo,Agendamento,1
survey-demo,B0805,Atendimento,Demora,1
survey-demo,B0805,Comunicação,Retorno,1
survey-demo,B0806,Atendimento,Cordialidade,1
survey-demo,B0806,Atendimento,Demora,1
survey-demo,B0806,Comunicação,Retorno,1
survey-demo,B0806,Processo,Agendamento,1
survey-demo,B0807,Atendimento,Demora,1
survey-demo,B0808,Atendimento,Demora,2
survey-demo,B0809,Atendimento,Demora,1
survey-demo,B0809,Comunicação,Retorno,1
survey-demo,B0809,Processo,Agendamento,1
survey-demo,B0810,Atendimento,Demora,1
survey-demo,B0810,Comunicação,Retorno,1
survey-demo,B0810,Processo,Agendamento,1
survey-demo,B0811,Atendimento,Cordialidade,1
survey-demo,B0811,Atendimento,Demora,1
survey-demo,B0811,Comunicação,Retorno,1
survey-demo,B0811,Processo,Agendamento,1
survey-demo,B0812,Atendimento,Demora,1
survey-demo,B0812,Comunicação,Retorno,1
survey-demo,B0813,Atendimento,Demora,1
survey-demo,B0815,Atendimento,Demora,1
survey-demo,B0815,Comunicação,Retorno,1
survey-demo,B0815,Processo,Agendamento,1
survey-demo,B0816,Atendimento,Demora,2
survey-demo,B0817,Atendimento,Demora,1
survey-demo,B0817,Comunicação,Retorno,1
survey-demo,B0818,Atendimento,Demora,1
survey-demo,B0818,Comunicação,Retorno,1
survey-demo,B0819,Atendimento,Demora,1
survey-demo,B0819,Comunicação,Retorno,1
survey-demo,B0820,Atendimento,Cordialidade,1
survey-demo,B0820,Atendimento,Demora,1
survey-demo,B0820,Comunicação,Retorno,1
survey-demo,B0820,Processo,Agendamento,1
survey-demo,B0821,Atendimento,Demora,1
survey-demo,B0821,Comunicação,Retorno,1
survey-demo,B0823,Atendimento,Demora,1
survey-demo,B0823,Comunicação,Retorno,1
survey-demo,B0823,Processo,Agendamento,1
survey-demo,B0824,Atendimento,Demora,2
survey-demo,B0825,Atendimento,Cordialidade,1
survey-demo,B0825,Atendimento,Demora,1
survey-demo,B0825,Comunicação,Retorno,1
survey-demo,B0825,Processo,Agendamento,1
survey-demo,B0826,Atendimento,Demora,1
survey-demo,B0826,Comunicação,Retorno,1
survey-demo,B0827,Atendimento,Demora,1
survey-demo,B0827,Comunicação,Retorno,1
survey-demo,B0829,Atendimento,Cordialidade,1
survey-demo,B0829,Atendimento,Demora,1
survey-demo,B0829,Comunicação,Retorno,1
survey-demo,B0829,Processo,Agendamento,1
survey-demo,B0830,Atendimento,Cordialidade,1
survey-demo,B0830,Atendimento,Demora,1
survey-demo,B0830,Comunicação,Retorno,1
survey-demo,B0830,Processo,Agendamento,1
survey-demo,B0831,Atendimento,Demora,1
survey-demo,B0831,Comunicação,Retorno,1
survey-demo,B0832,Atendimento,Demora,2
survey-demo,B0833,Atendimento,Demora,1
survey-demo,B0833,Comunicação,Retorno,1
survey-demo,B0834,Atendimento,Cordialidade,1
survey-demo,B0834,Atendimento,Demora,1
survey-demo,B0834,Comunicação,Retorno,1
survey-demo,B0834,Processo,Agendamento,1
survey-demo,B0835,Atendimento,Demora,1
survey-demo,B0835,Comunicação,Retorno,1
survey-demo,B0836,Atendimento,Demora,1
survey-demo,B0837,Atendimento,Demora,1
survey-demo,B0837,Comunicação,Retorno,1
survey-demo,B0837,Processo,Agendamento,1
survey-demo,B0838,Atendimento,Demora,1
survey-demo,B0839,Atendimento,Demora,1
survey-demo,B0840,Atendimento,Demora,2
survey-demo,B0841,Atendimento,Cordialidade,1
survey-demo,B0841,Atendimento,Demora,1
survey-demo,B0841,Comunicação,Retorno,1
survey-demo,B0841,Processo,Agendamento,1
survey-demo,B0842,Atendimento,Demora,1
survey-demo,B0842,Comunicação,Retorno,1
survey-demo,B0843,Atendimento,Demora,1
survey-demo,B0843,Comunicação,Retorno,1
survey-demo,B0843,Processo,Agendamento,1
survey-demo,B0844,Atendimento,Demora,1
survey-demo,B0845,Atendimento,Demora,1
survey-demo,B0845,Comunicação,Retorno,1
survey-demo,B0846,Atendimento,Demora,1
survey-demo,B0847,Atendimento,Cordialidade,1
survey-demo,B0847,Atendimento,Demora,1
survey-demo,B0847,Comunicação,Retorno,1
survey-demo,B0847,Processo,Agendamento,1
survey-demo,B0848,Atendimento,Demora,2
survey-demo,B0849,Atendimento,Demora,1
survey-demo,B0849,Comunicação,Retorno,1
survey-demo,B0850,Atendimento,Demora,1
survey-demo,B0850,Comunicação,Retorno,1
survey-demo,B0850,Processo,Agendamento,1
survey-demo,B0851,Atendimento,Demora,1
survey-demo,B0851,Comunicação,Retorno,1
survey-demo,B0852,Atendimento,Demora,1
survey-demo,B0852,Comunicação,Retorno,1
survey-demo,B0852,Processo,Agendamento,1
survey-demo,B0853,Atendimento,Demora,1
survey-demo,B0853,Comunicação,Retorno,1
survey-demo,B0853,Processo,Agendamento,1
survey-demo,B0854,Atendimento,Demora,1
survey-demo,B0854,Comunicação,Retorno,1
survey-demo,B0854,Processo,Agendamento,1
survey-demo,B0855,Atendimento,Demora,1
survey-demo,B0855,Comunicação,Retorno,1
survey-demo,B0856,Atendimento,Demora,2
survey-demo,B0859,Atendimento,Demora,1
survey-demo,B0859,Comunicação,Retorno,1
survey-demo,B0859,Processo,Agendamento,1
survey-demo,B0860,Atendimento,Cordialidade,1
survey-demo,B0860,Atendimento,Demora,1
survey-demo,B0860,Comunicação,Retorno,1
survey-demo,B0860,Processo,Agendamento,1
survey-demo,B0861,Atendimento,Cordialidade,1
survey-demo,B0861,Atendimento,Demora,1
survey-demo,B0861,Comunicação,Retorno,1
survey-demo,B0861,Processo,Agendamento,1
survey-demo,B0862,Atendimento,Demora,1
survey-demo,B0862,Comunicação,Retorno,1
survey-demo,B0863,Atendimento,Demora,1
survey-demo,B0863,Comunicação,Retorno,1
survey-demo,B0864,Atendimento,Demora,2
survey-demo,B0865,Atendimento,Demora,1
survey-demo,B0866,Atendimento,Demora,1
survey-demo,B0866,Comunicação,Retorno,1
survey-demo,B0867,Atendimento,Cordialidade,1
survey-demo,B0867,Atendimento,Demora,1
survey-demo,B0867,Comunicação,Retorno,1
survey-demo,B0867,Processo,Agendamento,1
survey-demo,B0868,Atendimento,Cordialidade,1
survey-demo,B0868,Atendimento,Demora,1
survey-demo,B0868,Comunicação,Retorno,1
survey-demo,B0868,Processo,Agendamento,1
survey-demo,B0869,Atendimento,Demora,1
survey-demo,B0869,Comunicação,Retorno,1
survey-demo,B0869,Processo,Agendamento,1
survey-demo,B0870,Atendimento,Cordialidade,1
survey-demo,B0870,Atendimento,Demora,1
survey-demo,B0870,Comunicação,Retorno,1
survey-demo,B0870,Processo,Agendamento,1
survey-demo,B0872,Atendimento,Demora,2
survey-demo,B0873,Atendimento,Demora,1
survey-demo,B0873,Comunicação,Retorno,1
survey-demo,B0874,Atendimento,Cordialidade,1
survey-demo,B0874,Atendimento,Demora,1
survey-demo,B0874,Comunicação,Retorno,1
survey-demo,B0874,Processo,Agendamento,1
survey-demo,B0875,Atendimento,Demora,1
survey-demo,B0875,Comunicação,Retorno,1
survey-demo,B0876,Atendimento,Cordialidade,1
survey-demo,B0876,Atendimento,Demora,1
survey-demo,B0876,Comunicação,Retorno,1
survey-demo,B0876,Processo,Agendamento,1
survey-demo,B0877,Atendimento,Demora,1
survey-demo,B0877,Comunicação,Retorno,1
survey-demo,B0878,Atendimento,Cordialidade,1
survey-demo,B0878,Atendimento,Demora,1
survey-demo,B0878,Comunicação,Retorno,1
survey-demo,B0878,Processo,Agendamento,1
survey-demo,B0879,Atendimento,Demora,1
survey-demo,B0879,Comunicação,Retorno,1
survey-demo,B0879,Processo,Agendamento,1
survey-demo,B0880,Atendimento,Demora,2
survey-demo,B0881,Atendimento,Cordialidade,1
survey-demo,B0881,Atendimento,Demora,1
survey-demo,B0881,Comunicação,Retorno,1
survey-demo,B0881,Processo,Agendamento,1
survey-demo,B0882,Atendimento,Demora,1
survey-demo,B0882,Comunicação,Retorno,1
survey-demo,B0882,Processo,Agendamento,1
survey-demo,B0883,Atendimento,Demora,1
survey-demo,B0884,Atendimento,Demora,1
survey-demo,B0884,Comunicação,Retorno,1
survey-demo,B0887,Atendimento,Demora,1
survey-demo,B0887,Comunicação,Retorno,1
survey-demo,B0887,Processo,Agendamento,1
survey-demo,B0888,Atendimento,Demora,2
survey-demo,B0889,Atendimento,Demora,1
survey-demo,B0889,Comunicação,Retorno,1
survey-demo,B0891,Atendimento,Demora,1
survey-demo,B0891,Comunicação,Retorno,1
survey-demo,B0892,Atendimento,Demora,1
survey-demo,B0892,Comunicação,Retorno,1
survey-demo,B0892,Processo,Agendamento,1
survey-demo,B0893,Atendimento,Cordialidade,1
survey-demo,B0893,Atendimento,Demora,1
survey-demo,B0893,Comunicação,Retorno,1
survey-demo,B0893,Processo,Agendamento,1
survey-demo,B0894,Atendimento,Demora,1
survey-demo,B0894,Comunicação,Retorno,1
survey-demo,B0894,Processo,Agendamento,1
survey-demo,B0895,Atendimento,Demora,1
survey-demo,B0895,Comunicação,Retorno,1
survey-demo,B0895,Processo,Agendamento,1
survey-demo,B0896,Atendimento,Demora,2
survey-demo,B0897,Atendimento,Demora,1
survey-demo,B0897,Comunicação,Retorno,1
survey-demo,B0897,Processo,Agendamento,1
survey-demo,B0898,Atendimento,Demora,1
survey-demo,B0898,Comunicação,Retorno,1
survey-demo,B0899,Atendimento,Demora,1
survey-demo,B0899,Comunicação,Retorno,1
survey-demo,B0899,Processo,Agendamento,1
survey-demo,B0900,Atendimento,Demora,1
survey-demo,B0901,Atendimento,Demora,1
survey-demo,B0901,Comunicação,Retorno,1
survey-demo,B0902,Atendimento,Demora,1
survey-demo,B0902,Comunicação,Retorno,1
survey-demo,B0903,Atendimento,Demora,1
survey-demo,B0903,Comunicação,Retorno,1
survey-demo,B0904,Atendimento,Demora,2
survey-demo,B0905,Atendimento,Demora,1
survey-demo,B0905,Comunicação,Retorno,1
survey-demo,B0907,Atendimento,Cordialidade,1
survey-demo,B0907,Atendimento,Demora,1
survey-demo,B0907,Comunicação,Retorno,1
survey-demo,B0907,Processo,Agendamento,1
survey-demo,B0908,Atendimento,Demora,1
survey-demo,B0908,Comunicação,Retorno,1
survey-demo,B0909,Atendimento,Demora,1
survey-demo,B0909,Comunicação,Retorno,1
survey-demo,B0909,Processo,Agendamento,1
