survey_id,response_id,metric,score,category,subcategory,question_id
survey-demo,B0580,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0580,NPS,3,Comunicação,Retorno,q_channels
survey-demo,B0580,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0580,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0580,NPS,3,Processo,Agendamento,q_channels
survey-demo,B0580,NPS,3,Processo,Agendamento,q_resolution
survey-demo,B0580,NPS,3,Processo,Agendamento,q_wait
survey-demo,B0581,NPS,6,Atendimento,Demora,
survey-demo,B0581,NPS,6,Comunicação,Retorno,
survey-demo,B0581,NPS,6,Processo,Agendamento,
survey-demo,B0582,CSAT,5,,,q_wait
survey-demo,B0583,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0583,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0584,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0585,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0585,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0585,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0586,NPS,5,Atendimento,Cordialidade,q_wait
survey-demo,B0586,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0586,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0586,NPS,5,Processo,Agendamento,q_wait
survey-demo,B0587,NPS,4,Atendimento,Cordialidade,q_channels
survey-demo,B0587,NPS,4,Atendimento,Cordialidade,q_resolution
survey-demo,B0587,NPS,4,Atendimento,Cordialidade,q_wait
survey-demo,B0587,NPS,4,Atendimento,Demora,q_channels
survey-demo,B0587,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0587,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0587,NPS,4,Comunicação,Retorno,q_channels
survey-demo,B0587,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0587,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0587,NPS,4,Processo,Agendamento,q_channels
survey-demo,B0587,NPS,4,Processo,Agendamento,q_resolution
survey-demo,B0587,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0588,CSAT,1,Atendimento,Demora,q_channels
survey-demo,B0588,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0588,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0588,CSAT,1,Comunicação,Retorno,q_channels
survey-demo,B0588,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0588,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0589,NPS,7,Atendimento,Demora,
survey-demo,B0590,NPS,8,Atendimento,Demora,q_channels
survey-demo,B0590,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0590,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0591,CSAT,5,,,
survey-demo,B0592,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0593,NPS,10,Atendimento,Demora,q_resolution
survey-demo,B0593,NPS,10,Atendimento,Demora,q_wait
survey-demo,B0594,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0594,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0594,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0594,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0594,CSAT,2,Processo,Agendamento,q_resolution
survey-demo,B0594,CSAT,2,Processo,Agendamento,q_wait
survey-demo,B0595,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0595,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0595,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0595,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0596,NPS,2,Atendimento,Cordialidade,q_resolution
survey-demo,B0596,NPS,2,Atendimento,Cordialidade,q_wait
survey-demo,B0596,NPS,2,Atendimento,Demora,q_resolution
survey-demo,B0596,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0596,NPS,2,Comunicação,Retorno,q_resolution
survey-demo,B0596,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0596,NPS,2,Processo,Agendamento,q_resolution
survey-demo,B0596,NPS,2,Processo,Agendamento,q_wait
survey-demo,B0597,CSAT,1,Atendimento,Demora,q_channels
survey-demo,B0597,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0597,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0597,CSAT,1,Comunicação,Retorno,q_channels
survey-demo,B0597,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0597,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0597,CSAT,1,Processo,Agendamento,q_channels
survey-demo,B0597,CSAT,1,Processo,Agendamento,q_resolution
survey-demo,B0597,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0598,NPS,9,Atendimento,Demora,
survey-demo,B0599,NPS,3,Atendimento,Demora,
survey-demo,B0599,NPS,3,Comunicação,Retorno,
survey-demo,B0600,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0601,NPS,2,Atendimento,Demora,
survey-demo,B0601,NPS,2,Comunicação,Retorno,
survey-demo,B0602,NPS,6,Atendimento,Demora,q_resolution
survey-demo,B0602,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0602,NPS,6,Comunicação,Retorno,q_resolution
survey-demo,B0602,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0602,NPS,6,Processo,Agendamento,q_resolution
survey-demo,B0602,NPS,6,Processo,Agendamento,q_wait
survey-demo,B0603,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0604,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0604,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0604,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0604,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0604,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0604,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0604,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0604,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0605,NPS,4,Atendimento,Cordialidade,
survey-demo,B0605,NPS,4,Atendimento,Demora,
survey-demo,B0605,NPS,4,Comunicação,Retorno,
survey-demo,B0605,NPS,4,Processo,Agendamento,
survey-demo,B0606,CSAT,1,Atendimento,Cordialidade,q_channels
survey-demo,B0606,CSAT,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0606,CSAT,1,Atendimento,Cordialidade,q_wait
survey-demo,B0606,CSAT,1,Atendimento,Demora,q_channels
survey-demo,B0606,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0606,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0606,CSAT,1,Comunicação,Retorno,q_channels
survey-demo,B0606,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0606,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0606,CSAT,1,Processo,Agendamento,q_channels
survey-demo,B0606,CSAT,1,Processo,Agendamento,q_resolution
survey-demo,B0606,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0607,NPS,7,Atendimento,Demora,
survey-demo,B0607,NPS,7,Comunicação,Retorno,
survey-demo,B0608,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0609,CSAT,1,Atendimento,Cordialidade,
survey-demo,B0609,CSAT,1,Atendimento,Demora,
survey-demo,B0609,CSAT,1,Comunicação,Retorno,
survey-demo,B0609,CSAT,1,Processo,Agendamento,
survey-demo,B0610,NPS,6,Atendimento,Demora,
survey-demo,B0610,NPS,6,Comunicação,Retorno,
survey-demo,B0610,NPS,6,Processo,Agendamento,
survey-demo,B0611,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0611,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0612,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0612,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0613,NPS,8,Atendimento,Demora,q_resolution
survey-demo,B0613,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0613,NPS,8,Comunicação,Retorno,q_resolution
survey-demo,B0613,NPS,8,Comunicação,Retorno,q_wait
survey-demo,B0614,NPS,6,Atendimento,Demora,q_resolution
survey-demo,B0614,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0614,NPS,6,Comunicação,Retorno,q_resolution
survey-demo,B0614,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0615,CSAT,2,Atendimento,Demora,
survey-demo,B0615,CSAT,2,Comunicação,Retorno,
survey-demo,B0615,CSAT,2,Processo,Agendamento,
survey-demo,B0616,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0617,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0617,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0617,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0617,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0617,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0617,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0617,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0617,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0618,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0618,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0618,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0618,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0619,NPS,3,Atendimento,Cordialidade,
survey-demo,B0619,NPS,3,Atendimento,Demora,
survey-demo,B0619,NPS,3,Comunicação,Retorno,
survey-demo,B0619,NPS,3,Processo,Agendamento,
survey-demo,B0620,NPS,6,Atendimento,Cordialidade,q_resolution
survey-demo,B0620,NPS,6,Atendimento,Cordialidade,q_wait
survey-demo,B0620,NPS,6,Atendimento,Demora,q_resolution
survey-demo,B0620,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0620,NPS,6,Comunicação,Retorno,q_resolution
survey-demo,B0620,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0620,NPS,6,Processo,Agendamento,q_resolution
survey-demo,B0620,NPS,6,Processo,Agendamento,q_wait
survey-demo,B0621,CSAT,4,,,
survey-demo,B0622,NPS,8,,,q_resolution
survey-demo,B0622,NPS,8,,,q_wait
survey-demo,B0623,NPS,1,Atendimento,Demora,
survey-demo,B0623,NPS,1,Comunicação,Retorno,
survey-demo,B0623,NPS,1,Processo,Agendamento,
survey-demo,B0624,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0625,NPS,6,Atendimento,Demora,q_channels
survey-demo,B0625,NPS,6,Atendimento,Demora,q_resolution
survey-demo,B0625,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0625,NPS,6,Comunicação,Retorno,q_channels
survey-demo,B0625,NPS,6,Comunicação,Retorno,q_resolution
survey-demo,B0625,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0626,NPS,8,,,q_resolution
survey-demo,B0626,NPS,8,,,q_wait
survey-demo,B0627,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0627,CSAT,4,Comunicação,Retorno,q_wait
survey-demo,B0628,NPS,6,Atendimento,Demora,
survey-demo,B0628,NPS,6,Comunicação,Retorno,
survey-demo,B0628,NPS,6,Processo,Agendamento,
survey-demo,B0629,NPS,2,Atendimento,Cordialidade,q_wait
survey-demo,B0629,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0629,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0629,NPS,2,Processo,Agendamento,q_wait
survey-demo,B0630,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0630,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0630,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0631,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0631,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0632,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0633,CSAT,1,Atendimento,Demora,
survey-demo,B0633,CSAT,1,Comunicação,Retorno,
survey-demo,B0633,CSAT,1,Processo,Agendamento,
survey-demo,B0634,NPS,10,,,q_channels
survey-demo,B0634,NPS,10,,,q_resolution
survey-demo,B0634,NPS,10,,,q_wait
survey-demo,B0635,NPS,2,Atendimento,Demora,
survey-demo,B0635,NPS,2,Comunicação,Retorno,
survey-demo,B0636,CSAT,5,Atendimento,Demora,q_channels
survey-demo,B0636,CSAT,5,Atendimento,Demora,q_resolution
survey-demo,B0636,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0636,CSAT,5,Comunicação,Retorno,q_channels
survey-demo,B0636,CSAT,5,Comunicação,Retorno,q_resolution
survey-demo,B0636,CSAT,5,Comunicação,Retorno,q_wait
survey-demo,B0637,NPS,2,Atendimento,Demora,q_resolution
survey-demo,B0637,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0637,NPS,2,Comunicação,Retorno,q_resolution
survey-demo,B0637,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0638,NPS,7,,,q_channels
survey-demo,B0638,NPS,7,,,q_resolution
survey-demo,B0638,NPS,7,,,q_wait
survey-demo,B0639,CSAT,5,Atendimento,Demora,
survey-demo,B0639,CSAT,5,Comunicação,Retorno,
survey-demo,B0640,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0641,NPS,7,,,q_resolution
survey-demo,B0641,NPS,7,,,q_wait
survey-demo,B0642,CSAT,2,Atendimento,Cordialidade,
survey-demo,B0642,CSAT,2,Atendimento,Demora,
survey-demo,B0642,CSAT,2,Comunicação,Retorno,
survey-demo,B0642,CSAT,2,Processo,Agendamento,
survey-demo,B0643,NPS,6,Atendimento,Demora,q_channels
survey-demo,B0643,NPS,6,Atendimento,Demora,q_resolution
survey-demo,B0643,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0643,NPS,6,Comunicação,Retorno,q_channels
survey-demo,B0643,NPS,6,Comunicação,Retorno,q_resolution
survey-demo,B0643,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0643,NPS,6,Processo,Agendamento,q_channels
survey-demo,B0643,NPS,6,Processo,Agendamento,q_resolution
survey-demo,B0643,NPS,6,Processo,Agendamento,q_wait
survey-demo,B0644,NPS,7,Atendimento,Demora,
survey-demo,B0644,NPS,7,Comunicação,Retorno,
survey-demo,B0645,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0645,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0645,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0645,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0646,NPS,0,Atendimento,Demora,q_wait
survey-demo,B0646,NPS,0,Comunicação,Retorno,q_wait
survey-demo,B0646,NPS,0,Processo,Agendamento,q_wait
survey-demo,B0647,NPS,2,Atendimento,Demora,q_resolution
survey-demo,B0647,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0647,NPS,2,Comunicação,Retorno,q_resolution
survey-demo,B0647,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0648,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0649,NPS,8,Atendimento,Demora,
survey-demo,B0650,NPS,8,,,q_wait
survey-demo,B0651,CSAT,2,Atendimento,Demora,q_channels
survey-demo,B0651,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0651,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0651,CSAT,2,Comunicação,Retorno,q_channels
survey-demo,B0651,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0651,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0652,NPS,5,Atendimento,Demora,q_resolution
survey-demo,B0652,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0652,NPS,5,Comunicação,Retorno,q_resolution
survey-demo,B0652,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0653,NPS,10,Atendimento,Demora,
survey-demo,B0654,CSAT,4,Atendimento,Demora,q_wait
survey-demo,B0655,NPS,8,Atendimento,Demora,
survey-demo,B0656,NPS,8,Atendimento,Demora,q_wait
survey-demo,B0657,CSAT,3,Atendimento,Cordialidade,q_channels
survey-demo,B0657,CSAT,3,Atendimento,Cordialidade,q_resolution
survey-demo,B0657,CSAT,3,Atendimento,Cordialidade,q_wait
survey-demo,B0657,CSAT,3,Atendimento,Demora,q_channels
survey-demo,B0657,CSAT,3,Atendimento,Demora,q_resolution
survey-demo,B0657,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0657,CSAT,3,Comunicação,Retorno,q_channels
survey-demo,B0657,CSAT,3,Comunicação,Retorno,q_resolution
survey-demo,B0657,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0657,CSAT,3,Processo,Agendamento,q_channels
survey-demo,B0657,CSAT,3,Processo,Agendamento,q_resolution
survey-demo,B0657,CSAT,3,Processo,Agendamento,q_wait
survey-demo,B0658,NPS,10,Atendimento,Demora,
survey-demo,B0658,NPS,10,Comunicação,Retorno,
survey-demo,B0659,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0659,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0659,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0660,CSAT,2,Atendimento,Demora,q_channels
survey-demo,B0660,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0660,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0660,CSAT,2,Comunicação,Retorno,q_channels
survey-demo,B0660,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0660,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0660,CSAT,2,Processo,Agendamento,q_channels
survey-demo,B0660,CSAT,2,Processo,Agendamento,q_resolution
survey-demo,B0660,CSAT,2,Processo,Agendamento,q_wait
survey-demo,B0661,NPS,7,Atendimento,Demora,q_channels
survey-demo,B0661,NPS,7,Atendimento,Demora,q_resolution
survey-demo,B0661,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0661,NPS,7,Comunicação,Retorno,q_channels
survey-demo,B0661,NPS,7,Comunicação,Retorno,q_resolution
survey-demo,B0661,NPS,7,Comunicação,Retorno,q_wait
survey-demo,B0662,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0662,NPS,2,Comunicação,Retorno,q_wait
survey-demo,B0662,NPS,2,Processo,Agendamento,q_wait
survey-demo,B0663,CSAT,2,Atendimento,Demora,q_resolution
survey-demo,B0663,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0663,CSAT,2,Comunicação,Retorno,q_resolution
survey-demo,B0663,CSAT,2,Comunicação,Retorno,q_wait
survey-demo,B0664,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0665,NPS,3,Atendimento,Demora,q_resolution
survey-demo,B0665,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0665,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0665,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0665,NPS,3,Processo,Agendamento,q_resolution
survey-demo,B0665,NPS,3,Processo,Agendamento,q_wait
survey-demo,B0666,CSAT,1,Atendimento,Demora,q_resolution
survey-demo,B0666,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0666,CSAT,1,Comunicação,Retorno,q_resolution
survey-demo,B0666,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0667,NPS,0,Atendimento,Cordialidade,q_resolution
survey-demo,B0667,NPS,0,Atendimento,Cordialidade,q_wait
survey-demo,B0667,NPS,0,Atendimento,Demora,q_resolution
survey-demo,B0667,NPS,0,Atendimento,Demora,q_wait
survey-demo,B0667,NPS,0,Comunicação,Retorno,q_resolution
survey-demo,B0667,NPS,0,Comunicação,Retorno,q_wait
survey-demo,B0667,NPS,0,Processo,Agendamento,q_resolution
survey-demo,B0667,NPS,0,Processo,Agendamento,q_wait
survey-demo,B0668,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0668,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0668,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0668,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0668,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0668,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0669,CSAT,2,Atendimento,Cordialidade,
survey-demo,B0669,CSAT,2,Atendimento,Demora,
survey-demo,B0669,CSAT,2,Comunicação,Retorno,
survey-demo,B0669,CSAT,2,Processo,Agendamento,
survey-demo,B0670,NPS,9,Atendimento,Demora,q_channels
survey-demo,B0670,NPS,9,Atendimento,Demora,q_resolution
survey-demo,B0670,NPS,9,Atendimento,Demora,q_wait
survey-demo,B0670,NPS,9,Comunicação,Retorno,q_channels
survey-demo,B0670,NPS,9,Comunicação,Retorno,q_resolution
survey-demo,B0670,NPS,9,Comunicação,Retorno,q_wait
survey-demo,B0671,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0671,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0671,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0671,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0671,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0671,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0671,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0671,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0672,CSAT,2,Atendimento,Demora,q_wait
survey-demo,B0673,NPS,4,Atendimento,Cordialidade,q_resolution
survey-demo,B0673,NPS,4,Atendimento,Cordialidade,q_wait
survey-demo,B0673,NPS,4,Atendimento,Demora,q_resolution
survey-demo,B0673,NPS,4,Atendimento,Demora,q_wait
survey-demo,B0673,NPS,4,Comunicação,Retorno,q_resolution
survey-demo,B0673,NPS,4,Comunicação,Retorno,q_wait
survey-demo,B0673,NPS,4,Processo,Agendamento,q_resolution
survey-demo,B0673,NPS,4,Processo,Agendamento,q_wait
survey-demo,B0674,NPS,8,,,q_resolution
survey-demo,B0674,NPS,8,,,q_wait
survey-demo,B0675,CSAT,3,Atendimento,Demora,q_resolution
survey-demo,B0675,CSAT,3,Atendimento,Demora,q_wait
survey-demo,B0675,CSAT,3,Comunicação,Retorno,q_resolution
survey-demo,B0675,CSAT,3,Comunicação,Retorno,q_wait
survey-demo,B0675,CSAT,3,Processo,Agendamento,q_resolution
survey-demo,B0675,CSAT,3,Processo,Agendamento,q_wait
survey-demo,B0676,NPS,9,,,q_channels
survey-demo,B0676,NPS,9,,,q_resolution
survey-demo,B0676,NPS,9,,,q_wait
survey-demo,B0677,NPS,10,,,q_resolution
survey-demo,B0677,NPS,10,,,q_wait
survey-demo,B0678,CSAT,2,Atendimento,Cordialidade,
survey-demo,B0678,CSAT,2,Atendimento,Demora,
survey-demo,B0678,CSAT,2,Comunicação,Retorno,
survey-demo,B0678,CSAT,2,Processo,Agendamento,
survey-demo,B0679,NPS,5,Atendimento,Demora,q_channels
survey-demo,B0679,NPS,5,Atendimento,Demora,q_resolution
survey-demo,B0679,NPS,5,Atendimento,Demora,q_wait
survey-demo,B0679,NPS,5,Comunicação,Retorno,q_channels
survey-demo,B0679,NPS,5,Comunicação,Retorno,q_resolution
survey-demo,B0679,NPS,5,Comunicação,Retorno,q_wait
survey-demo,B0680,NPS,2,Atendimento,Demora,q_wait
survey-demo,B0681,CSAT,2,Atendimento,Cordialidade,
survey-demo,B0681,CSAT,2,Atendimento,Demora,
survey-demo,B0681,CSAT,2,Comunicação,Retorno,
survey-demo,B0681,CSAT,2,Processo,Agendamento,
survey-demo,B0682,NPS,7,Atendimento,Demora,q_channels
survey-demo,B0682,NPS,7,Atendimento,Demora,q_resolution
survey-demo,B0682,NPS,7,Atendimento,Demora,q_wait
survey-demo,B0683,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0683,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0684,CSAT,1,Atendimento,Demora,q_wait
survey-demo,B0684,CSAT,1,Comunicação,Retorno,q_wait
survey-demo,B0684,CSAT,1,Processo,Agendamento,q_wait
survey-demo,B0685,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0685,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0685,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0685,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0685,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0685,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0685,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0685,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0686,NPS,3,Atendimento,Demora,
survey-demo,B0686,NPS,3,Comunicação,Retorno,
survey-demo,B0687,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0687,CSAT,5,Comunicação,Retorno,q_wait
survey-demo,B0688,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0689,NPS,3,Atendimento,Demora,q_resolution
survey-demo,B0689,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0689,NPS,3,Comunicação,Retorno,q_resolution
survey-demo,B0689,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0690,CSAT,4,,,q_channels
survey-demo,B0690,CSAT,4,,,q_resolution
survey-demo,B0690,CSAT,4,,,q_wait
survey-demo,B0691,NPS,1,Atendimento,Cordialidade,q_channels
survey-demo,B0691,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0691,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0691,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0691,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0691,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0691,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0691,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0691,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0691,NPS,1,Processo,Agendamento,q_channels
survey-demo,B0691,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0691,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0692,NPS,1,Atendimento,Cordialidade,q_channels
survey-demo,B0692,NPS,1,Atendimento,Cordialidade,q_resolution
survey-demo,B0692,NPS,1,Atendimento,Cordialidade,q_wait
survey-demo,B0692,NPS,1,Atendimento,Demora,q_channels
survey-demo,B0692,NPS,1,Atendimento,Demora,q_resolution
survey-demo,B0692,NPS,1,Atendimento,Demora,q_wait
survey-demo,B0692,NPS,1,Comunicação,Retorno,q_channels
survey-demo,B0692,NPS,1,Comunicação,Retorno,q_resolution
survey-demo,B0692,NPS,1,Comunicação,Retorno,q_wait
survey-demo,B0692,NPS,1,Processo,Agendamento,q_channels
survey-demo,B0692,NPS,1,Processo,Agendamento,q_resolution
survey-demo,B0692,NPS,1,Processo,Agendamento,q_wait
survey-demo,B0693,CSAT,4,,,q_channels
survey-demo,B0693,CSAT,4,,,q_resolution
survey-demo,B0693,CSAT,4,,,q_wait
survey-demo,B0694,NPS,3,Atendimento,Cordialidade,q_wait
survey-demo,B0694,NPS,3,Atendimento,Demora,q_wait
survey-demo,B0694,NPS,3,Comunicação,Retorno,q_wait
survey-demo,B0694,NPS,3,Processo,Agendamento,q_wait
survey-demo,B0695,NPS,0,Atendimento,Demora,q_channels
survey-demo,B0695,NPS,0,Atendimento,Demora,q_resolution
survey-demo,B0695,NPS,0,Atendimento,Demora,q_wait
survey-demo,B0695,NPS,0,Comunicação,Retorno,q_channels
survey-demo,B0695,NPS,0,Comunicação,Retorno,q_resolution
survey-demo,B0695,NPS,0,Comunicação,Retorno,q_wait
survey-demo,B0696,CSAT,5,Atendimento,Demora,q_wait
survey-demo,B0697,NPS,6,Atendimento,Demora,q_wait
survey-demo,B0697,NPS,6,Comunicação,Retorno,q_wait
survey-demo,B0697,NPS,6,Processo,Agendamento,q_wait
survey-demo,B0698,NPS,8,,,q_wait
survey-demo,B0699,CSAT,1,Atendimento,Cordialidade,q_channels
